index  ,lips_cordinate_ degree    ,    co_ordinate
48       45                        (302, 308)
49       42                        (309, 287)
50       40                        (324, 278)
51       40                        (333, 281)
52       39                        (342, 280)
53       38                        (361, 289)
54       39                        (372, 309)
55       42                        (361, 334)
56       45                        (344, 347)
57       46                        (334, 348)
58       46                        (324, 346)
59       47                        (310, 333)
60       45                        (307, 308)
61       41                        (325, 288)
62       40                        (334, 288)
63       40                        (343, 289)
64       40                        (366, 309)
65       44                        (343, 333)
66       45                        (333, 334)
67       45                        (324, 332)
index  ,left_ibrow_ degree    ,    co_ordinate
17       36                        (262, 193)
18       33                        (273, 180)
19       31                        (288, 175)
20       30                        (305, 178)
21       29                        (322, 184)
index  ,right_ibrow_ degree    ,    co_ordinate
22       27                        (346, 183)
23       26                        (364, 178)
24       24                        (383, 177)
25       24                        (401, 183)
26       25                        (414, 196)
index  ,left_eye_ degree    ,    co_ordinate
36       36                        (280, 209)
37       34                        (290, 201)
38       33                        (304, 201)
39       33                        (316, 210)
40       35                        (303, 214)
41       36                        (290, 214)
index  ,right_eye_ degree    ,    co_ordinate
42       30                       (359, 210)
43       28                       (370, 201)
44       27                       (384, 202)
45       27                       (395, 210)
46       29                       (385, 214)
47       29                       (371, 214)
index  ,nose_ degree    ,    co_ordinate
27       31                     (334, 203)
28       32                     (334, 215)
29       34                     (333, 227)
30       35                     (333, 240)
31       39                     (319, 259)
32       38                     (326, 261)
33       38                     (334, 262)
34       37                     (343, 261)
35       36                     (351, 260)
index  ,side_portion_ degree    ,    co_ordinate
0       39                        (253, 212)
1       43                        (255, 239)
2       45                        (260, 266)
3       47                        (266, 292)
4       49                        (273, 318)
5       50                        (282, 343)
6       51                        (296, 367)
7       50                        (315, 382)
8       48                        (339, 388)
9       46                        (366, 383)
10       43                        (387, 368)
11       40                        (406, 347)
12       37                        (420, 322)
13       34                        (427, 295)
14       31                        (431, 266)
15       28                        (435, 236)
16       25                        (437, 208)
